,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
23544,202213,PE,CONSULTORA,MASIVO,1245_1300_327984_327984,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,18.9,1.0,42755.88,0.685,0.730328,0.019863,PRINTS,DAMAS,INACTIVO,198601.0
23545,202211,PE,CONSULTORA,MASIVO,2872_2990_318746_318746,2,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,10.5,1.0,596.3,0.708333,0.696522,0.000508,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
23546,202318,PE,CONSULTORA,MASIVO,2545_2735_36383_36383,2,SET,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ DANCING NIGHT 100ML,85.0,26.45,1.0,50623.61,0.688824,0.688824,0.016331,DANCING NIGHT,DAMAS,INACTIVO,198601.0
23547,202207,PE,CONSULTORA,MASIVO,1259_1322_297619_297619,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,74.0,14.9,1.0,3410.08,0.798649,0.696805,0.00206,SWEET BLACK,DAMAS,ACTIVO,201714.0
23549,202214,PE,CONSULTORA,MASIVO,1154_1227_333348_333348,2,SET,200110703,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ DANC SUNSET LOC PERF 130 ML,34.0,13.06,1.0,16627.07,0.615882,0.646903,0.011399,DANCING SUNSET,CUERPO,ANTES DE APARECER (NUEVO),201401.0
23552,202306,PE,CONSULTORA,MASIVO,1265_1706_385297_385297,999,VOLUMEN,200099582,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ FORZE ROLL ON 50ML,18.0,7.38,5.0,8295.39,0.59,0.599879,0.009788,FORZE,DESODORANTES,INACTIVO,202001.0
23557,202214,PE,CONSULTORA,MASIVO,3299_3433_335765_335765,3,SET,210059944,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MYSTERIOUS 150ML,46.0,14.44,1.0,1554.47,0.686087,0.686014,0.000964,TRAX,DESODORANTES,ACTIVO,202113.0
23558,202209,PE,CONSULTORA,MASIVO,1203_1299_306855_306855,999,VOLUMEN,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,14.9,1.0,91390.36,0.586111,0.586111,0.090779,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
23559,202307,PE,CONSULTORA,MASIVO,1373_1489_391336_391336,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,14.98,6.0,240471.84,0.750333,0.750333,0.137321,PRINTS,DAMAS,INACTIVO,198601.0
23563,202302,PE,CONSULTORA,MASIVO,1112_1199_365911_365911,999,VOLUMEN,200048978,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ GIRLINK 50ML,80.0,23.31,2.0,13670.46,0.708625,0.708542,0.005202,GIRLINK,DAMAS,Inactivo,
23565,202204,PE,CONSULTORA,MASIVO,1397_1506_283409_283409,999,VOLUMEN,200095669,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ DANCING NIGHT ROLL ON 50ML,18.0,6.96,3.0,3846.52,0.613333,0.630145,0.005198,DANCING NIGHT,DESODORANTES,ACTIVO,202115.0
23571,202318,PE,CONSULTORA,MASIVO,2434_2624_36306_36306,1,INDIVIDUAL,P0509654479,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,399,LONCHERA,0,0,,77.0,27.9,1.0,38653.47,0.637662,0.637662,0.011825,,,,
23576,202214,PE,CONSULTORA,MASIVO,4012_4172_336775_336775,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,79.0,19.88,4.0,27966.84,0.748354,0.739944,0.012598,DANCING NIGHT,DAMAS,INACTIVO,198601.0
23578,202317,PE,CONSULTORA,MASIVO,2515_2742_32348_32348,1,INDIVIDUAL,P0509654306,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,243,BILLETERA,0,0,,85.0,34.9,1.0,15825.09,0.589412,0.589412,0.003666,,,,
23587,202309,PE,CONSULTORA,MASIVO,2696_3254_404190_404190,2,SET,P0216058003,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ CYP CREAMY LIP BALM 3G,38.0,9.0,1.0,1525.94,0.763158,0.702239,0.001531,CY PLAY,PARA LABIOS,INACTIVO,201401.0
23593,202306,PE,CONSULTORA,MASIVO,1276_1753_385366_385366,999,VOLUMEN,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,86.0,30.0,3.0,65683.3,0.651163,0.730632,0.019892,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
23597,202218,PE,CONSULTORA,MASIVO,4225_4522_359209_359209,999,VOLUMEN,200041664,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HIM 75ML,80.0,23.3,3.0,35603.12,0.70875,0.70875,0.015516,BLUE&BLUE FOR HIM,CABALLEROS,ACTIVO,202216.0
23598,202309,PE,CONSULTORA,MASIVO,3294_4062_405164_405164,999,VOLUMEN,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,23.95,6.0,487.12,0.700625,0.700625,0.000184,SWEET BLACK,DAMAS,ACTIVO,201714.0
23610,202313,PE,CONSULTORA,MASIVO,1065_1100_14510_14510,999,VOLUMEN,200105015,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ DANCING NIGHT PROB CC 2ML,1.9,1.16,15.0,22.62,0.389474,0.389474,0.000171,DANCING NIGHT,FRAGANCIAS,ACTIVO,202115.0
23611,202206,PE,CONSULTORA,MASIVO,2452_2588_294280_294280,3,SET,200049918,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS BERRY 200ML,48.0,12.56,1.0,1223.67,0.738333,0.7125,0.000888,BERRYLICIOUS BERRY,FAMILIAR BAÑO,INACTIVO,201401.0
23612,202303,PE,CONSULTORA,MASIVO,1182_1232_370025_370025,2,SET,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,86.0,29.5,1.0,42835.16,0.656977,0.644131,0.012707,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
23616,202316,PE,CONSULTORA,MASIVO,3038_3213_28572_28572,3,SET,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,24.34,1.0,2640.62,0.69575,0.705505,0.000905,SWEET BLACK,DAMAS,ACTIVO,201714.0
23620,202207,PE,CONSULTORA,MASIVO,1251_1289_297586_297586,999,VOLUMEN,200102450,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ PINK POMELO COL 200 ML,48.0,19.9,1.0,1584.84,0.585417,0.574006,0.000717,PINK POMELO,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202103.0
23625,202314,PE,CONSULTORA,MASIVO,1384_1619_18908_18908,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,85.0,21.24,3.0,68526.0,0.750118,0.762045,0.028112,DANCING NIGHT,DAMAS,INACTIVO,198601.0
23628,202306,PE,CONSULTORA,MASIVO,1276_1752_385365_385365,999,VOLUMEN,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,30.0,1.0,8677.25,0.5,0.695833,0.002604,PRINTS,DAMAS,INACTIVO,198601.0
23635,202314,PE,CONSULTORA,MASIVO,1380_1596_18885_18885,999,VOLUMEN,200067292,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ NITRO ROLL ON 50ML,18.0,7.38,5.0,11177.42,0.59,0.615328,0.013203,NITRO,DESODORANTES,INACTIVO,201401.0
23636,202309,PE,CONSULTORA,MASIVO,3242_3815_404917_404917,999,VOLUMEN,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,86.0,24.1,8.0,163.39,0.719767,0.719767,6.1e-05,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
23646,202209,PE,CONSULTORA,MASIVO,1146_1189_306695_306695,2,SET,P0197082000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,22,BRILLO LABIAL,0,0,CZ BRILLO STARGLOW 10ML,25.0,9.0,1.0,2517.74,0.64,0.658904,0.002591,CY,PARA LABIOS,INACTIVO,201401.0
23663,202305,PE,CONSULTORA,MASIVO,2980_3879_382374_382374,1,INDIVIDUAL,P0509654023,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,131.0,64.9,1.0,17765.0,0.50458,0.50458,0.002416,,,,
23669,202213,PE,CONSULTORA,MASIVO,3408_3529_330179_330179,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,18.06,1.0,2602.58,0.699,0.699057,0.001265,PRINTS,DAMAS,INACTIVO,198601.0
23671,202205,PE,CONSULTORA,MASIVO,1134_1231_287677_287677,1,INDIVIDUAL,P0596047858,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,492,ESTUCHE DE ARETES X12,0,0,,100.0,39.9,1.0,154852.44,0.601,0.601,0.035875,,,,
23681,202314,PE,CONSULTORA,MASIVO,1384_1618_18907_18907,999,VOLUMEN,200041664,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HIM 75ML,84.0,24.96,1.0,19521.53,0.702857,0.705118,0.006816,BLUE&BLUE FOR HIM,CABALLEROS,ACTIVO,202216.0
23685,202211,PE,CONSULTORA,MASIVO,1107_1166_316881_316881,999,VOLUMEN,210047499,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX SO CLOSE 150ML,45.0,21.9,1.0,22958.72,0.513333,0.531193,0.009378,TRAX,DESODORANTES,INACTIVO,201401.0
23688,202308,PE,CONSULTORA,MASIVO,3578_3735_3586_3586,2,SET,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,29.31,1.0,8569.8,0.655176,0.655152,0.00252,DANCING,DAMAS,INACTIVO,201401.0
23689,202307,PE,CONSULTORA,MASIVO,1388_1538_391385_391385,999,VOLUMEN,P0509654290,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,565,PORTATODO,0,0,,82.0,31.45,2.0,46720.47,0.616463,0.616463,0.0127,,,,
23690,202314,PE,CONSULTORA,MASIVO,1383_1608_18897_18897,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,22.48,2.0,8077.21,0.735529,0.7302,0.003131,DANCING,DAMAS,INACTIVO,201401.0
23691,202217,PE,CONSULTORA,MASIVO,2979_3472_352863_352863,1,INDIVIDUAL,P0509654082,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,85.0,36.9,1.0,24828.39,0.565882,0.565882,0.005562,,,,
23693,202209,PE,CONSULTORA,MASIVO,1192_1247_306788_306788,999,VOLUMEN,200094937,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE SHAKE 200ML,48.0,16.97,4.0,2113.87,0.646458,0.637973,0.001154,TASTE SHAKE,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
23700,202205,PE,CONSULTORA,MASIVO,1225_1322_287778_287778,2,SET,200097947,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK INTENSE 50ML,74.0,17.9,1.0,16641.48,0.758108,0.722685,0.008593,SWEET BLACK INTENSE,DAMAS,ACTIVO,201912.0
23709,202213,PE,CONSULTORA,MASIVO,3105_3226_329949_329949,1,INDIVIDUAL,P0596048087,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,106,ESTUCHES ARETES,0,0,,103.0,37.9,1.0,40824.49,0.632039,0.632039,0.009459,,,,
23711,202213,PE,CONSULTORA,MASIVO,3540_3661_330462_330462,3,SET,P0596047991,20,ACCESORIOS,C,CYZONE,BIJOUTERIE,21,BIJOUTERIE,107,ESTUCHES OTROS,0,0,,65.0,22.9,1.0,3571.33,0.647692,0.668129,0.001369,,,,
23715,202218,PE,CONSULTORA,MASIVO,1337_1566_355907_355907,999,VOLUMEN,200072593,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ SANDIA SHAKE 200ML,49.0,19.95,2.0,6493.18,0.592857,0.592857,0.002789,SANDIA SHAKE,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,201906.0
23717,202316,PE,CONSULTORA,MASIVO,1250_1317_26619_26619,999,VOLUMEN,200095922,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ SWEET BLACK ROLL ON 50ML,18.0,7.38,5.0,7970.79,0.59,0.612937,0.009019,SWEET BLACK,DESODORANTES,ACTIVO,202115.0
23719,202218,PE,CONSULTORA,MASIVO,1346_1601_355950_355950,999,VOLUMEN,200105008,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING SUNSET EDP 90 ML,80.0,24.11,1.0,5560.85,0.698625,0.703437,0.001969,DANCING SUNSET,DAMAS,ACTIVO,202116.0
23724,202216,PE,CONSULTORA,MASIVO,3230_4081_347124_347124,2,SET,200041664,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HIM 75ML,74.0,23.14,1.0,4176.41,0.687297,0.687313,0.001551,BLUE&BLUE FOR HIM,CABALLEROS,ACTIVO,202216.0
23734,202310,PE,CONSULTORA,MASIVO,1100_1203_406610_406610,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,23.31,3.0,14577.96,0.725765,0.724083,0.005352,DANCING,DAMAS,INACTIVO,201401.0
23736,202208,PE,CONSULTORA,MASIVO,1177_1249_301894_301894,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,15.9,1.0,13497.26,0.735,0.709247,0.007528,PRINTS,DAMAS,INACTIVO,198601.0
23742,202216,PE,CONSULTORA,MASIVO,3044_3895_346673_346673,1,INDIVIDUAL,P0509327000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,478,PORTA LAPTOP,0,0,,77.0,36.9,1.0,437.78,0.520779,0.520779,0.000102,,,,
23748,202205,PE,CONSULTORA,MASIVO,2765_2921_289660_289660,3,SET,200094936,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE COOL 200ML,48.0,18.0,1.0,61.0,0.625,0.497661,3.1e-05,TASTE COOL,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
23749,202212,PE,CONSULTORA,MASIVO,1124_1177_321844_321844,2,SET,200105033,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKINF LIMP HID PURIFIC 100G,38.0,12.0,1.0,7220.7,0.684211,0.651049,0.00533,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202203.0
23762,202402,PE,CONSULTORA,MASIVO,2432_2599_43695_43695,2,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,16.47,1.0,7329.0,0.7255,0.7255,0.004183,PRINTS,DAMAS,INACTIVO,198601.0
23763,202307,PE,CONSULTORA,MASIVO,4090_4300_394244_394244,999,VOLUMEN,200089510,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,CZ BE SEXY OLEO CONTROL 60ML,46.0,18.9,5.0,80.08,0.58913,0.58913,3.6e-05,BE SEXY,TRATAMIENTO CAPILAR,LIQUIDACION CON PLAN,201715.0
23764,202402,PE,CONSULTORA,MASIVO,2533_2700_43850_43850,1,INDIVIDUAL,P0509654500,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,565,PORTATODO,0,0,,88.0,31.9,1.0,42330.05,0.6375,0.658824,0.012477,,,,
23766,202309,PE,CONSULTORA,MASIVO,3245_3825_404927_404927,999,VOLUMEN,200097893,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKIN FIRST LIMPIADORA 100G,38.0,16.9,1.0,329.36,0.555263,0.555263,0.000176,SKIN FIRST,PARA ROSTRO,INACTIVO,201916.0
23769,202401,PE,CONSULTORA,MASIVO,2236_2370_40064_40064,1,INDIVIDUAL,200111179,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ FIST TEAM DESO ROLLON 50ML,18.0,8.9,1.0,75.4,0.505556,0.505556,8.2e-05,FIST TEAM,DESODORANTES,ACTIVO,202209.0
23772,202313,PE,CONSULTORA,MASIVO,1073_1127_14540_14540,999,VOLUMEN,210047500,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MAKE OUT 150ML,48.0,13.73,8.0,43588.23,0.713958,0.72696,0.027907,TRAX,DESODORANTES,INACTIVO,201401.0
23773,202308,PE,CONSULTORA,MASIVO,3391_3548_3399_3399,1,INDIVIDUAL,P0509654271,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,190,MOCHILA,0,0,,116.0,49.9,1.0,171274.29,0.569828,0.569828,0.029588,,,,
23774,202309,PE,CONSULTORA,MASIVO,3348_4205_405307_405307,999,VOLUMEN,200089510,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,366,ADULTOS,0,0,CZ BE SEXY OLEO CONTROL 60ML,46.0,16.56,10.0,140.34,0.64,0.64,7.7e-05,BE SEXY,TRATAMIENTO CAPILAR,LIQUIDACION CON PLAN,201715.0
23778,202212,PE,CONSULTORA,MASIVO,1151_1231_321954_321954,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,79.0,0.0,2.0,0.0,1.0,0.777034,0.044264,DANCING,DAMAS,INACTIVO,201401.0
23781,202317,PE,CONSULTORA,MASIVO,1280_1359_30865_30865,2,SET,200109874,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEETB EXCLSIVE EDP 50 ML,80.0,26.48,1.0,22529.76,0.669,0.66888,0.00688,SWEET BLACK EXCLUSIVE,DAMAS,ACTIVO,202303.0
23785,202318,PE,CONSULTORA,MASIVO,1329_1421_35045_35045,999,VOLUMEN,P0132062000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LL SUPERMATE 2G,36.0,12.45,2.0,41450.98,0.654167,0.654167,0.029277,STUDIO LOOK,PARA LABIOS,ACTIVO,202406.0
23786,202306,PE,CONSULTORA,MASIVO,1265_1704_385295_385295,999,VOLUMEN,200095922,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ SWEET BLACK ROLL ON 50ML,18.0,8.9,1.0,2209.22,0.505556,0.517469,0.002161,SWEET BLACK,DESODORANTES,ACTIVO,202115.0
23796,202403,PE,CONSULTORA,MASIVO,2950_3181_48002_48002,2,SET,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,88.0,26.3,1.0,4636.31,0.701136,0.701136,0.002419,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
23802,202302,PE,CONSULTORA,MASIVO,1112_1197_365909_365909,999,VOLUMEN,200044715,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING NIGHT 100ML,80.0,26.63,2.0,34035.5,0.667125,0.667083,0.011336,DANCING NIGHT,DAMAS,INACTIVO,198601.0
23814,202314,PE,CONSULTORA,MASIVO,1322_1524_18776_18776,2,SET,200106161,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ SWEET BLACK LOC PERF 130 ML,40.0,10.97,1.0,16934.5,0.72575,0.6675,0.013447,SWEET BLACK,CUERPO,ANTES DE APARECER (NUEVO),201401.0
23817,202317,PE,CONSULTORA,MASIVO,1280_1359_30865_30865,2,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,12.58,1.0,10702.64,0.668947,0.66888,0.00688,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
23824,202303,PE,CONSULTORA,MASIVO,2705_3199_372081_372081,1,INDIVIDUAL,P0509654238,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,129,MORRAL,0,0,,134.0,59.9,1.0,34111.16,0.552985,0.552985,0.004985,,,,
23832,202307,PE,CONSULTORA,MASIVO,4151_4870_394814_394814,999,VOLUMEN,200105008,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING SUNSET EDP 90 ML,85.0,23.79,10.0,1814.49,0.720118,0.720118,0.000652,DANCING SUNSET,DAMAS,ACTIVO,202116.0
23833,202403,PE,CONSULTORA,MASIVO,1392_1567_46428_46428,999,VOLUMEN,200041664,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HIM 75ML,84.0,21.1,2.0,11121.44,0.74881,0.758028,0.007235,BLUE&BLUE FOR HIM,CABALLEROS,ACTIVO,202216.0
23836,202312,PE,CONSULTORA,MASIVO,1156_1246_10320_10320,999,VOLUMEN,200109874,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEETB EXCLSIVE EDP 50 ML,80.0,0.0,3.0,0.0,1.0,0.746462,0.034337,SWEET BLACK EXCLUSIVE,DAMAS,ACTIVO,202303.0
23839,202310,PE,CONSULTORA,MASIVO,2901_3174_408613_408613,1,INDIVIDUAL,P0509654211,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,243,BILLETERA,0,0,,73.0,36.9,1.0,2939.38,0.494521,0.494521,0.000682,,,,
23841,202214,PE,CONSULTORA,MASIVO,1187_1303_333477_333477,999,VOLUMEN,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,84.0,28.05,1.0,28906.04,0.666071,0.676655,0.009229,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
23856,202305,PE,CONSULTORA,MASIVO,3171_4070_382577_382577,2,SET,200109872,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ IDENTITY EDP 50 ML,80.0,27.0,1.0,21415.75,0.6625,0.738571,0.007001,IDENTITY,DAMAS,ACTIVO,202305.0
23860,202307,PE,CONSULTORA,MASIVO,3646_3807_393713_393713,991,INDIVIDUAL,P0194056000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,31,RUBOR,0,0,CZ CHEEK A CHICK 4.8G,44.0,19.8,1.0,10403.6,0.55,0.55,0.004492,CY,PARA ROSTRO,INACTIVO,201401.0
23866,202216,PE,CONSULTORA,MASIVO,1172_1249_344226_344226,999,VOLUMEN,200067317,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ GIRLINK ROLL ON 50ML,18.0,7.63,3.0,1960.13,0.576111,0.586637,0.002206,GIRLINK,DESODORANTES,INACTIVO,201401.0
