,COD_PERIODO,COD_PAIS,TARGET,ALCANCE,ESTRUCTURA_VENTA,COD_SUBESTRATEGIA,DES_SUBESTRATEGIA,COD_CUC,COD_UNIDAD_NEGOCIO,DES_UNIDAD_NEGOCIO,COD_MARCA,DES_MARCA,DES_CLASE,COD_CATEGORIA,DES_CATEGORIA,COD_TIPOSOLO,DES_TIPOSOLO,ES_EMPAQUE,ES_MUESTRA,DES_CUC,PRECIO_NORMAL,PRECIO_OFERTA,FACTOR_REPETICION,REAL_VENTA_NETA_MONEDA_LOCAL,OFFER_UNIT_DSCT,OFFER_DSCT,PUP,DESLINEA,DESSUBCATEGORIA,DESESTATUS,ANIOCAMPANAINTRO
250,202309,PE,CONSULTORA,MASIVO,1072_1131_401551_401551,2,SET,200089168,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK 50ML,80.0,25.69,1.0,42037.88,0.678875,0.678814,0.014777,SWEET BLACK,DAMAS,ACTIVO,201714.0
258,202206,PE,CONSULTORA,MASIVO,1289_1367_292784_292784,999,VOLUMEN,200095922,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ SWEET BLACK ROLL ON 50ML,18.0,7.47,4.0,2510.36,0.585,0.585,0.003067,SWEET BLACK,DESODORANTES,ACTIVO,202115.0
259,202205,PE,CONSULTORA,MASIVO,2720_2876_289578_289578,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,13.92,1.0,200.6,0.613333,0.611017,0.000133,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
261,202211,PE,CONSULTORA,MASIVO,1107_1169_316884_316884,999,VOLUMEN,200072593,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ SANDIA SHAKE 200ML,48.0,14.98,6.0,14863.36,0.687917,0.679327,0.008878,SANDIA SHAKE,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,201906.0
264,202212,PE,CONSULTORA,MASIVO,3385_3502_324429_324429,1,INDIVIDUAL,P0772491952,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,610,BELLEZA,0,0,,50.0,21.9,1.0,853.76,0.562,0.562,0.000345,,,,
265,202205,PE,CONSULTORA,MASIVO,1224_1321_287777_287777,2,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,10.0,1.0,26597.55,0.722222,0.722917,0.030071,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
266,202404,PE,CONSULTORA,MASIVO,2000_2164_57149_57149,1,INDIVIDUAL,P0509654443,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,129,MORRAL,0,0,,100.0,47.9,1.0,0.0,0.521,0.521,0.0,,,,
270,202313,PE,CONSULTORA,MASIVO,2641_3199_16646_16646,3,SET,200063985,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS 30ML,60.0,34.9,1.0,6093.43,0.418333,0.714805,0.001535,PRINTS,DAMAS,INACTIVO,198601.0
271,202307,PE,CONSULTORA,MASIVO,3533_3694_393545_393545,2,SET,200109872,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ IDENTITY EDP 50 ML,80.0,30.0,1.0,8846.19,0.625,0.661864,0.002521,IDENTITY,DAMAS,ACTIVO,202305.0
281,202218,PE,CONSULTORA,MASIVO,1337_1567_355908_355908,999,VOLUMEN,200102450,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ PINK POMELO COL 200 ML,49.0,17.47,4.0,17307.5,0.643469,0.643469,0.008492,PINK POMELO,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202103.0
283,202401,PE,CONSULTORA,MASIVO,2236_2370_40064_40064,1,INDIVIDUAL,200095922,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ SWEET BLACK ROLL ON 50ML,18.0,8.9,1.0,15.08,0.505556,0.505556,0.000188,SWEET BLACK,DESODORANTES,ACTIVO,202115.0
286,202303,PE,CONSULTORA,MASIVO,1180_1230_370023_370023,2,SET,200060872,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MISS SEXY 200ML,49.0,17.65,1.0,27107.39,0.639796,0.639759,0.013441,MISS SEXY,FAMILIAR BAÑO,LIQUIDACIÓN,201809.0
297,202304,PE,CONSULTORA,MASIVO,1021_1088_374797_374797,1,INDIVIDUAL,P0509654204,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,398,MALETIN,0,0,,143.0,66.9,1.0,114401.02,0.532168,0.532168,0.015076,,,,
298,202207,PE,CONSULTORA,MASIVO,1251_1291_297588_297588,999,VOLUMEN,200101481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ UVA KISS COL 200 ML,48.0,16.22,4.0,12910.19,0.662083,0.652783,0.007163,UVA KISS,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202107.0
303,202206,PE,CONSULTORA,MASIVO,1223_1294_292675_292675,2,SET,200098481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MISS SEXY ACTIVE 200ML,48.0,19.4,1.0,3666.12,0.595833,0.616667,0.001723,MISS SEXY ACTIVE,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202001.0
308,202308,PE,CONSULTORA,MASIVO,4257_5079_5021_5021,999,VOLUMEN,200109874,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ SWEETB EXCLSIVE EDP 50 ML,80.0,22.4,7.0,265.76,0.72,0.72,0.000102,SWEET BLACK EXCLUSIVE,DAMAS,ACTIVO,202303.0
312,202318,PE,CONSULTORA,MASIVO,1352_1518_35187_35187,999,VOLUMEN,200114784,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKINF LIMPIADORA PREV 100G,42.0,17.9,1.0,8146.29,0.57381,0.57381,0.003884,SKIN FIRST,PARA ROSTRO,ACTIVO,202313.0
315,202306,PE,CONSULTORA,MASIVO,1265_1705_385296_385296,999,VOLUMEN,200111179,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ FIST TEAM DESO ROLLON 50ML,18.0,7.63,3.0,426.94,0.576111,0.586325,0.000487,FIST TEAM,DESODORANTES,ACTIVO,202209.0
318,202403,PE,CONSULTORA,MASIVO,1299_1367_46182_46182,2,SET,P0132060000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,25,MASCARA,0,0,CZ SL MASC MAGNETLASH BLACK 8G,38.0,10.0,1.0,4557.22,0.736842,0.711647,0.006258,STUDIO LOOK,PARA OJOS,ANTES DE APARECER (NUEVO),202504.0
320,202317,PE,CONSULTORA,MASIVO,1356_1531_31105_31105,999,VOLUMEN,200103458,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ PURE BLOOM PROB 2ML,26.5,1.37,4.0,0.0,0.948302,0.94189,2.7e-05,PURE BLOOM,FRAGANCIAS,INACTIVO,202106.0
325,202213,PE,CONSULTORA,MASIVO,3321_3442_330244_330244,2,SET,200048978,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ GIRLINK 50ML,76.0,20.32,1.0,41362.44,0.732632,0.732589,0.017883,GIRLINK,DAMAS,Inactivo,
331,202206,PE,CONSULTORA,MASIVO,2372_2508_294116_294116,3,SET,P0132056004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DELINEADOR PLUMON 1ML,36.0,15.84,1.0,335.51,0.56,0.564063,0.000193,STUDIO LOOK,,,
345,202204,PE,CONSULTORA,MASIVO,3703_3887_285980_285980,999,VOLUMEN,P0509323000,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,129,MORRAL,0,0,,103.0,44.95,2.0,41599.48,0.563592,0.563592,0.009232,,,,
346,202213,PE,CONSULTORA,MASIVO,3298_3419_330221_330221,2,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,84.0,24.44,1.0,9961.54,0.709048,0.709028,0.00358,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
349,202215,PE,CONSULTORA,MASIVO,3488_3599_340981_340981,3,SET,200103338,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,503,DEMAQUILLADORES,0,0,CZ SKIN F AGUA MIC BIF 110 ML,36.0,11.88,1.0,453.15,0.67,0.669853,0.000328,SKIN FIRST,PARA ROSTRO,ACTIVO,201401.0
357,202307,PE,CONSULTORA,MASIVO,3643_3804_393710_393710,991,INDIVIDUAL,P0197082000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,22,BRILLO LABIAL,0,0,CZ BRILLO STARGLOW 10ML,29.0,12.9,1.0,1256.96,0.555172,0.555172,0.000833,CY,PARA LABIOS,INACTIVO,201401.0
365,202314,PE,CONSULTORA,MASIVO,2792_3257_20751_20751,3,SET,200088457,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ FORZE 50ML,76.0,29.9,1.0,1849.82,0.606579,0.633088,0.000539,FORZE,CABALLEROS,LIQUIDACIÓN,201706.0
368,202404,PE,CONSULTORA,MASIVO,888_963_55888_55888,2,SET,200095182,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MISS SEXY PROVOCAT CR 130ML,38.0,10.0,1.0,0.0,0.736842,0.667778,0.0,MISS SEXY PROVOCATIVE,CUERPO,ACTIVO,202404.0
374,202214,PE,CONSULTORA,MASIVO,1173_1249_333399_333399,999,VOLUMEN,200101481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ UVA KISS COL 200 ML,48.0,19.95,2.0,2975.95,0.584375,0.584375,0.001336,UVA KISS,FAMILIAR BAÑO,A DESCONTINUAR CONGELADO,202107.0
379,202206,PE,CONSULTORA,MASIVO,1306_1430_292880_292880,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,78.0,20.0,2.0,18814.5,0.74359,0.737171,0.008576,DANCING,DAMAS,INACTIVO,201401.0
382,202317,PE,CONSULTORA,MASIVO,2740_2967_32579_32579,1,INDIVIDUAL,200094936,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ TASTE COOL 200ML,52.0,19.9,1.0,1955.78,0.617308,0.617308,0.000795,TASTE COOL,FEMENINO,ANTES DE APARECER (NUEVO),202502.0
383,202404,PE,CONSULTORA,MASIVO,777_852_55788_55788,1,INDIVIDUAL,200113781,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS ADVENT EDP 30ML,60.0,19.9,1.0,0.0,0.668333,0.668333,0.0,PRINTS ADVENTURE,DAMAS,ACTIVO,202401.0
384,202307,PE,CONSULTORA,MASIVO,4099_4358_394302_394302,999,VOLUMEN,200102063,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,382,MULTIFUNCIONAL,0,0,CZ SL PALETA CHEEK&EYES 10.5G,84.0,37.8,1.0,576.54,0.55,0.55,0.00013,STUDIO LOOK,MIXTO,LIQUIDACIÓN,202105.0
386,202402,PE,CONSULTORA,MASIVO,2414_2581_43677_43677,2,SET,200039855,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO 100ML,86.0,24.31,1.0,7271.82,0.717326,0.717296,0.002813,NITRO,MASCULINO,ANTES DE APARECER (NUEVO),202417.0
391,202310,PE,CONSULTORA,MASIVO,3121_3394_408902_408902,3,SET,P0509654215,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,243,BILLETERA,0,0,,85.0,30.48,1.0,5863.41,0.641412,0.641436,0.001646,,,,
392,202216,PE,CONSULTORA,MASIVO,1102_1169_344129_344129,2,SET,P0132056004,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,86,DELINEADOR OJOS,0,0,CZ SL DELINEADOR PLUMON 1ML,36.0,4.9,1.0,2573.25,0.863889,0.595946,0.004514,STUDIO LOOK,,,
398,202206,PE,CONSULTORA,MASIVO,1287_1361_292778_292778,999,VOLUMEN,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,36.0,12.45,2.0,197485.47,0.654167,0.654167,0.146452,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
406,202307,PE,CONSULTORA,MASIVO,4080_4247_394191_394191,999,VOLUMEN,200105033,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKINF LIMP HID PURIFIC 100G,42.0,16.7,4.0,56.61,0.602381,0.602381,2.9e-05,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202203.0
413,202305,PE,CONSULTORA,MASIVO,1502_1998_380006_380006,999,VOLUMEN,200041665,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ BLUE&BLUE FOR HER 75ML,80.0,23.82,1.0,20270.68,0.70225,0.695528,0.00751,BLUE&BLUE FOR HER,DAMAS,Inactivo,
415,202208,PE,CONSULTORA,MASIVO,2597_2738_303564_303564,3,SET,200102450,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ PINK POMELO COL 200 ML,48.0,14.0,1.0,1221.62,0.708333,0.709247,0.000774,PINK POMELO,FAMILIAR BAÑO,LIQUIDACION CON PLAN,202103.0
417,202208,PE,CONSULTORA,MASIVO,2496_2637_303367_303367,2,SET,P0602103668,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,29,TRENDY TECH,0,0,,109.0,36.0,1.0,6407.09,0.669725,0.667222,0.001578,,,,
418,202215,PE,CONSULTORA,MASIVO,1194_1234_338648_338648,999,VOLUMEN,200060872,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ MISS SEXY 200ML,48.0,21.9,1.0,3916.16,0.54375,0.54375,0.00154,MISS SEXY,FAMILIAR BAÑO,LIQUIDACIÓN,201809.0
423,202307,PE,CONSULTORA,MASIVO,4108_4396_394340_394340,999,VOLUMEN,200060760,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO AIR 100ML,86.0,38.7,1.0,1869.57,0.55,0.55,0.000413,NITRO AIR,CABALLEROS,ANTES DE APARECER (NUEVO),202315.0
428,202307,PE,CONSULTORA,MASIVO,4114_4431_394375_394375,999,VOLUMEN,200109649,10,COSMETICOS,C,CYZONE,TRATAMIENTO CORPORAL,9,TRATAMIENTO CORPORAL,383,HUMECTANTES-NUTRITIVAS,0,0,CZ MYMO CR MANOS 50G,31.0,12.4,2.0,525.49,0.6,0.6,0.000362,CYZONE,MANOS,ACTIVO,201401.0
429,202308,PE,CONSULTORA,MASIVO,4195_4727_4669_4669,999,VOLUMEN,200042737,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ IN LOVE 50ML,80.0,22.4,2.0,37.97,0.72,0.72,1.5e-05,IN LOVE,DAMAS,LIQUIDACIÓN,201903.0
436,202303,PE,CONSULTORA,MASIVO,2983_3477_372373_372373,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,14.82,1.0,188.4,0.61,0.611017,0.000111,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
439,202402,PE,CONSULTORA,MASIVO,1232_1371_42432_42432,999,VOLUMEN,200113781,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ PRINTS ADVENT EDP 30ML,60.0,25.9,1.0,23201.15,0.568333,0.568333,0.008422,PRINTS ADVENTURE,DAMAS,ACTIVO,202401.0
458,202309,PE,CONSULTORA,MASIVO,2393_2951_403885_403885,1,INDIVIDUAL,200060357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS SEXY 200ML,54.0,23.8,1.0,80.68,0.559259,0.559259,3.1e-05,BERRYLICIOUS,FAMILIAR BAÑO,Inactivo,
460,202215,PE,CONSULTORA,MASIVO,3260_3371_340846_340846,2,SET,200100855,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,74,CUIDADO SOLAR,0,0,CZ SKIN F BLOQUEADOR 50 ML,52.0,16.2,1.0,5725.41,0.688462,0.688393,0.003189,SKIN FIRST,PARA ROSTRO,ANTES DE APARECER (NUEVO),202501.0
465,202308,PE,CONSULTORA,MASIVO,3574_3731_3582_3582,2,SET,200105008,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING SUNSET EDP 90 ML,85.0,39.0,1.0,4032.1,0.541176,0.629143,0.000891,DANCING SUNSET,DAMAS,ACTIVO,202116.0
469,202318,PE,CONSULTORA,MASIVO,1244_1321_34919_34919,2,SET,210047500,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,232,AEROSOL,0,0,CZ TRAX MAKE OUT 150ML,48.0,14.0,1.0,8054.42,0.708333,0.671264,0.00669,TRAX,DESODORANTES,INACTIVO,201401.0
470,202217,PE,CONSULTORA,MASIVO,2993_3486_352877_352877,1,INDIVIDUAL,P0509654019,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,150.0,69.9,1.0,3317.41,0.534,0.534,0.000392,,,,
474,202209,PE,CONSULTORA,MASIVO,3261_3377_308956_308956,1,INDIVIDUAL,P0772492048,40,HOGAR,C,CYZONE,HOGAR,34,HOGAR,238,ORGANIZADORES,0,0,,72.0,34.9,1.0,443.7,0.515278,0.515278,0.000118,,,,
476,202312,PE,CONSULTORA,MASIVO,1141_1187_10258_10258,999,VOLUMEN,200105015,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ DANCING NIGHT PROB CC 2ML,1.9,1.16,15.0,4.91,0.389474,0.389474,3.6e-05,DANCING NIGHT,FRAGANCIAS,ACTIVO,202115.0
478,202218,PE,CONSULTORA,MASIVO,1336_1564_355905_355905,999,VOLUMEN,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,10.81,6.0,611451.81,0.715526,0.715526,0.488134,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
484,202316,PE,CONSULTORA,MASIVO,1193_1251_26534_26534,2,SET,P0602155112,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,33,BOLSA,1,0,,5.0,1.6,1.0,1672.34,0.68,0.6808,0.008694,,,,
486,202304,PE,CONSULTORA,MASIVO,1057_1124_374820_374820,2,SET,200105033,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,37,LIMPIADORA-DEMAQUILLADORA,0,0,CZ SKINF LIMP HID PURIFIC 100G,42.0,13.9,1.0,10967.18,0.669048,0.639496,0.006955,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,202203.0
487,202403,PE,CONSULTORA,MASIVO,3358_3589_48751_48755,3,SET,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,9.48,1.0,16.75826086957,0.750526,0.752258,2.4e-05,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
491,202305,PE,CONSULTORA,MASIVO,1485_1950_379923_379923,3,SET,200097947,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SWEET BLACK INTENSE 50ML,80.0,26.0,1.0,9979.66,0.675,0.700566,0.003673,SWEET BLACK INTENSE,DAMAS,ACTIVO,201912.0
492,202213,PE,CONSULTORA,MASIVO,3226_3347_330070_330070,1,INDIVIDUAL,P0509654019,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,150.0,72.9,1.0,9514.12,0.514,0.514,0.001146,,,,
494,202316,PE,CONSULTORA,MASIVO,1263_1365_26671_26671,999,VOLUMEN,200106360,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ NITRO ULTIMATE EDP 90 ML,97.0,40.9,1.0,2287.56,0.578351,0.578351,0.000467,NITRO ULTIMATE,CABALLEROS,ACTIVO,202214.0
495,202214,PE,CONSULTORA,MASIVO,3023_3157_335415_335415,2,SET,200106357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ AUTENTIK EDP 45 ML,85.0,25.15,1.0,10186.31,0.704118,0.704138,0.003628,AUTENTIK,DAMAS,ACTIVO,202210.0
500,202314,PE,CONSULTORA,MASIVO,1376_1578_18857_18857,999,VOLUMEN,200106358,10,COSMETICOS,C,CYZONE,FRAGANCIAS,12,MUESTRAS COSMETICOS,286,COLONIA FEMENINA,0,0,CZ AUTENTIK PROB 2 ML,1.9,1.5,1.0,7.62,0.210526,0.210526,4.4e-05,AUTENTIK,FRAGANCIAS,ACTIVO,202210.0
501,202401,PE,CONSULTORA,MASIVO,2116_2250_39952_39952,1,INDIVIDUAL,P0509654348,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,512,BOLSO,0,0,,108.0,42.9,1.0,13889.43,0.602778,0.602778,0.003129,,,,
507,202214,PE,CONSULTORA,MASIVO,1176_1259_333409_333409,999,VOLUMEN,200067317,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ GIRLINK ROLL ON 50ML,18.0,7.63,3.0,2959.19,0.576111,0.586637,0.003476,GIRLINK,DESODORANTES,INACTIVO,201401.0
509,202308,PE,CONSULTORA,MASIVO,4194_4696_4638_4638,999,VOLUMEN,200044012,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,11,PERFUMES,0,0,CZ DANCING 100ML,85.0,25.45,4.0,172.54,0.700588,0.700588,5.8e-05,DANCING,DAMAS,INACTIVO,201401.0
519,202210,PE,CONSULTORA,MASIVO,3096_3213_313723_313723,2,SET,P0602103731,50,APOYO,C,CYZONE,PROMOCIONES DE 3ROS,72,PROMOCION USUARIOS,29,TRENDY TECH,0,0,,129.9,53.9,1.0,75691.66,0.585065,0.582131,0.01281,,,,
524,202309,PE,CONSULTORA,MASIVO,3279_3987_405089_405089,999,VOLUMEN,200097895,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,44,MASCARILLA FACIAL,0,0,CZ SKIN FIRST MASCARILL SA 2UN,18.0,7.9,2.0,80.34,0.561111,0.561111,9.2e-05,SKIN FIRST,PARA ROSTRO,LIQUIDACION CON PLAN,201916.0
532,202402,PE,CONSULTORA,MASIVO,1209_1274_42294_42294,999,VOLUMEN,200095922,10,COSMETICOS,C,CYZONE,CUIDADO PERSONAL,4,CUIDADO PERSONAL,230,ROLL-ON,0,0,CZ SWEET BLACK ROLL ON 50ML,18.0,7.63,3.0,1022.07,0.576111,0.586708,0.001259,SWEET BLACK,DESODORANTES,ACTIVO,202115.0
533,202318,PE,CONSULTORA,MASIVO,2691_2881_36597_36597,1,INDIVIDUAL,P0132053000,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ SL LABIAL MATE 6ML,38.0,12.5,1.0,113255.81,0.671053,0.671053,0.080272,STUDIO LOOK,PARA LABIOS,LIQUIDACIÓN,202303.0
538,202308,PE,CONSULTORA,MASIVO,4155_4329_4271_4271,999,VOLUMEN,200100855,10,COSMETICOS,C,CYZONE,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,74,CUIDADO SOLAR,0,0,CZ SKIN F BLOQUEADOR 50 ML,54.0,24.5,1.0,103.81,0.546296,0.546296,3.7e-05,SKIN FIRST,PARA ROSTRO,ANTES DE APARECER (NUEVO),202501.0
539,202304,PE,CONSULTORA,MASIVO,1052_1119_374814_374814,2,SET,P0197106006,10,COSMETICOS,C,CYZONE,MAQUILLAJE,2,MAQUILLAJE,27,LAPIZ LABIAL,0,0,CZ LL CRAYON LIPS 2G,32.0,0.27,1.0,101.2,0.991563,0.995179,0.003287,CY PLAY,PARA LABIOS,ACTIVO,202215.0
547,202316,PE,CONSULTORA,MASIVO,2958_3133_28413_28413,2,SET,200060357,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,13,COLONIA DE BAÑO,0,0,CZ BERRYLICIOUS SEXY 200ML,52.0,16.52,1.0,5530.0,0.682308,0.682273,0.002792,BERRYLICIOUS,FAMILIAR BAÑO,Inactivo,
550,202309,PE,CONSULTORA,MASIVO,2343_2901_403835_403835,1,INDIVIDUAL,P0509654297,30,MODA,C,CYZONE,COMPLEM. DE VESTIR,31,COMPLEMENTOS,398,MALETIN,0,0,,139.0,64.9,1.0,31460.0,0.533094,0.533094,0.004377,,,,
553,202216,PE,CONSULTORA,MASIVO,1182_1295_344283_344283,999,VOLUMEN,200082481,10,COSMETICOS,C,CYZONE,FRAGANCIAS,1,FRAGANCIAS,1,COLONIA Y O EAU DE TOILETE,0,0,CZ SCORE 50ML,71.0,18.36,3.0,86333.65,0.741408,0.741461,0.040404,SCORE,CABALLEROS,ACTIVO,201505.0
